"","param","conf_lower","conf_upper","method","estimate","species","trait"
"217","rmax",0.094728342496144,0.144751856330024,"residual bootstrap",0.118202636035429,"Anthonomus grandis","juvenile development rate"
"218","topt",32.4267300809067,34.3483810955532,"residual bootstrap",33.427,"Anthonomus grandis","juvenile development rate"
"219","ctmin",-8.63912347803322,9.02502035285218,"residual bootstrap",0.614000000000004,"Anthonomus grandis","juvenile development rate"
"220","ctmax",36.2914422715195,41.1919395282262,"residual bootstrap",38.678,"Anthonomus grandis","juvenile development rate"
"221","thermal_safety_margin",2.58753513515778,8.52150804011051,"residual bootstrap",5.251,"Anthonomus grandis","juvenile development rate"
"222","thermal_tolerance",27.7135436473684,48.3921956825964,"residual bootstrap",38.064,"Anthonomus grandis","juvenile development rate"
"223","breadth",3.24861918933997,6.45679320492663,"residual bootstrap",5.29,"Anthonomus grandis","juvenile development rate"
"224","r_tref",0.0146603749860125,0.0318004742494515,"residual bootstrap",0.0246504186077333,"Anthonomus grandis","juvenile development rate"
"225","e",0.497858367108337,0.987732100180893,"residual bootstrap",0.67847834905168,"Anthonomus grandis","juvenile development rate"
"226","eh",5.51861360781114,20,"residual bootstrap",9.48325084088351,"Anthonomus grandis","juvenile development rate"
"227","rmax",0.0202505732726677,0.0276716085536589,"residual bootstrap",0.0249092127663029,"Laricobius nigrinus","juvenile development rate"
"228","topt",16.6662286021353,18.9261011196595,"residual bootstrap",17.422,"Laricobius nigrinus","juvenile development rate"
"229","ctmin",-7.23887861793877,4.76223928316681,"residual bootstrap",-1.767,"Laricobius nigrinus","juvenile development rate"
"230","ctmax",19.6574335158537,22.0736227504476,"residual bootstrap",20.882,"Laricobius nigrinus","juvenile development rate"
"231","thermal_safety_margin",2.27657296926149,5.26977533084161,"residual bootstrap",3.46,"Laricobius nigrinus","juvenile development rate"
